Tasks: 946 total,   1 running, 945 sleeping,   0 stopped,   0 zombie
  Mem:  5701156K total,  5598900K used,   102256K free,     2612K buffers
 Swap:  4194300K total,  1483264K used,  2711036K free,  2120804K cached
800%cpu 110%user   3%nice  71%sys 606%idle   0%iow  10%irq   0%sirq   0%host
  PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
   96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-uas]
   95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-nvme-]
   94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-nvme-]
   93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-nvme-]
   92 root         39  19    0    0    0 S  0.0   0.0   0:00.00 [dmabuf-deferred-free-worker]
   91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kthro]
   90 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [erofs_worker/7]
   89 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [erofs_worker/6]
   88 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [erofs_worker/5]
   87 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [erofs_worker/4]
   86 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [erofs_worker/3]
   85 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [erofs_worker/2]
   84 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [erofs_worker/1]
   83 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [erofs_worker/0]
   80 root         20   0    0    0    0 S  0.0   0.0   0:41.89 [kswapd0]
   74 root         RT   0    0    0    0 S  0.0   0.0   0:00.02 [watchdogd]
   73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-devfr]
   72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-edac-]
   71 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-kbloc]
   70 root         20   0    0    0    0 S  0.0   0.0   0:14.58 [kcompactd0]
   69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-write]
   68 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
   67 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [khungtaskd]
   66 root         20   0    0    0    0 S  0.0   0.0   0:00.09 [kauditd]
   65 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-inet_]
   62 root         20   0    0    0    0 S  0.0   0.0   0:03.51 [ksoftirqd/7]
   61 root         RT   0    0    0    0 S  0.0   0.0   0:00.20 [migration/7]
   60 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [idle_inject/7]
   59 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/7]
   56 root         20   0    0    0    0 S  0.0   0.0   0:03.19 [ksoftirqd/6]
   55 root         RT   0    0    0    0 S  0.0   0.0   0:00.22 [migration/6]
   54 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [idle_inject/6]
   53 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/6]
   50 root         20   0    0    0    0 S  0.0   0.0   0:04.11 [ksoftirqd/5]
   49 root         RT   0    0    0    0 S  0.0   0.0   0:06.14 [migration/5]
   48 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [idle_inject/5]
   47 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/5]
   44 root         20   0    0    0    0 S  0.0   0.0   0:03.76 [ksoftirqd/4]
   43 root         RT   0    0    0    0 S  0.0   0.0   0:06.21 [migration/4]
   42 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [idle_inject/4]
   41 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/4]
   38 root         20   0    0    0    0 S  0.0   0.0   0:03.18 [ksoftirqd/3]
   37 root         RT   0    0    0    0 S  0.0   0.0   0:05.89 [migration/3]
   36 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [idle_inject/3]
   35 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/3]
   32 root         20   0    0    0    0 S  0.0   0.0   0:03.26 [ksoftirqd/2]
   31 root         RT   0    0    0    0 S  0.0   0.0   0:06.13 [migration/2]
   30 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [idle_inject/2]
   29 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/2]
   26 root         20   0    0    0    0 S  0.0   0.0   0:06.95 [ksoftirqd/1]
   25 root         RT   0    0    0    0 S  0.0   0.0   0:06.32 [migration/1]
   24 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [idle_inject/1]
   23 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/1]
   22 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [cpuhp/0]
   21 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [idle_inject/0]
   20 root         RT   0    0    0    0 S  0.0   0.0   0:06.39 [migration/0]
   19 root         -2   0    0    0    0 S  0.0   0.0   0:00.00 [rcu_exp_par_gp_kthread_worker]
   18 root         -2   0    0    0    0 S  0.0   0.0   0:01.04 [rcu_exp_gp_kthread_worker]
   17 root         -2   0    0    0    0 S  0.0   0.0   0:00.17 [rcub/0]
   16 root         -2   0    0    0    0 I  0.0   0.0   0:18.41 [rcu_preempt]
   15 root         20   0    0    0    0 S  0.0   0.0   0:03.72 [ksoftirqd/0]
   14 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_tasks_trace_kthread]
   13 root         20   0    0    0    0 I  0.0   0.0   0:00.00 [rcu_tasks_kthread]
   12 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-mm_pe]
    6 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-netns]
    5 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-slub_]
    4 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/R-rcu_g]
    3 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pool_workqueue_release]
    2 root         20   0    0    0    0 S  0.0   0.0   0:00.20 [kthreadd]
    1 root         20   0  11G 6.6M 4.2M S  0.0   0.1   0:33.72 init second_stage
